input;amount;unit
aluminium_sheet;43.15;kilogram
aluminium_wrought_alloy;56.755;kilogram
glass_wool_mat;29.95;kilogram
porcelain;5.5;kilogram
steel_lowalloyed;266.5;kilogram
steel_unalloyed;162.0;kilogram
transformer_oil;170.0;kilogram
