input;amount;unit
steel_unalloyed;461.5;kilogram
aluminium_wrought_alloy;470.0;kilogram
copper;1165.0;kilogram
polyethylene;14.0;kilogram
porcelain;33.5;kilogram
rubber;7.5;kilogram
softwood;0.0083;cubic meters
